d,tube_stops_d,car_prob_d
"114.07,22.75",0,0
"121.91,30.95",0,4
"113.38,22.79",0,15
"121.41,31.63",0,9
"113.47,22.73",0,0
"113.30,23.32",0,15
"121.73,31.26",0,8
"121.73,31.09",0,4
"113.33,22.92",0,67
"113.33,22.88",0,2
"113.69,23.70",0,0
"121.60,30.92",0,118
"113.93,22.72",0,0
"121.64,30.98",0,179
"113.63,23.65",0,2
"113.66,23.23",0,0
"121.04,31.03",0,17
"121.34,31.38",0,7
"121.27,31.49",0,15
"121.61,31.05",0,1
"121.10,31.26",0,3
"113.98,22.65",0,0
"121.71,31.22",0,0
"113.78,23.21",0,0
"113.24,23.31",0,0
"121.72,31.15",0,7
"121.37,30.90",0,17
"113.28,22.92",0,2
"121.73,31.21",0,2
"121.73,30.88",0,30
"121.16,31.07",0,13
"121.28,30.93",0,29
"113.34,23.44",0,0
"113.25,23.39",0,1
"113.18,23.35",0,0
"121.57,30.85",0,18
"121.17,31.37",0,120
"121.11,31.19",0,19
"121.35,31.68",0,1
"113.49,23.27",0,0
"121.48,31.13",0,8
"121.72,31.00",0,2
"121.28,30.95",0,10
"121.64,30.99",0,315
"113.46,22.95",0,5
"121.14,30.94",0,37
"121.48,31.67",0,11
"113.96,22.75",0,0
"120.91,31.04",0,81
"121.41,31.06",0,12
"113.49,22.96",0,5
"121.27,30.95",0,8
"121.84,30.99",0,1
"113.41,23.64",0,1
"121.57,31.63",0,2
"121.40,31.40",0,9
"113.44,22.88",0,2
"121.09,31.19",0,13
"113.32,22.95",0,5
"113.14,23.35",0,4
"121.55,31.08",0,21
"121.35,31.33",0,9
"113.45,23.01",0,18
"121.78,31.14",0,2
"121.55,31.35",0,22
"121.57,30.91",0,2
"113.58,23.31",0,0
"113.58,23.14",0,9
"121.56,31.33",0,21
"113.61,23.35",0,0
"121.47,31.12",0,1
"113.25,23.01",0,0
"121.46,31.09",0,4
"113.42,22.89",0,5
"113.63,23.29",0,2
"121.76,30.91",0,63
"121.28,31.74",0,56
"113.24,23.41",0,11
"121.07,31.00",0,6
"113.26,22.95",0,18
"113.95,22.60",0,0
"121.40,30.80",0,53
"114.23,22.58",0,0
"121.39,30.86",0,3
"121.60,31.02",0,7
"113.57,23.58",0,3
"121.72,31.25",0,10
"121.63,31.30",0,126
"113.92,22.82",0,0
"113.54,23.08",0,6
"113.95,23.81",0,2
"121.19,31.34",0,6
"121.85,30.88",0,11
"113.85,23.27",0,2
"121.18,31.45",0,26
"121.23,31.49",0,4
"121.18,31.00",0,7
"113.50,23.07",0,10
"121.46,31.11",0,0
"121.06,30.90",0,5
"113.80,23.20",0,13
"113.59,22.77",0,3
"113.21,23.25",0,2
"114.37,22.64",0,0
"113.26,23.31",0,8
"113.39,23.70",0,0
"121.40,30.96",0,121
"121.36,31.64",0,0
"121.82,31.10",0,29
"113.88,22.62",0,0
"113.60,22.64",0,5
"113.63,23.36",0,9
"121.72,31.26",0,1
"113.40,22.97",0,1
"121.23,31.22",0,10
"113.19,23.45",0,4
"113.24,23.46",0,0
"113.93,22.65",0,0
"121.65,31.07",0,4
"121.26,30.86",0,3
"121.84,30.89",0,5
"121.22,31.42",0,132
"121.45,31.64",0,1
"114.45,22.61",0,0
"113.33,23.42",0,0
"113.56,23.30",0,2
"121.32,30.83",0,0
"113.57,22.79",0,0
"121.30,30.99",0,5
"113.74,22.73",0,0
"121.52,30.88",0,17
"121.35,30.75",0,35
"113.77,22.28",0,0
"121.35,31.00",0,1
"113.70,23.17",0,4
"113.80,23.26",0,3
"113.61,22.37",0,0
"121.72,31.10",0,0
"121.70,31.10",0,11
"114.31,22.76",0,4
"121.79,30.99",0,3
"113.49,23.48",0,7
"113.93,22.60",0,10
"113.45,23.27",0,0
"113.76,23.15",0,0
"121.53,31.58",0,21
"121.73,31.38",0,0
"113.36,22.99",0,12
"121.26,30.97",0,13
"121.32,31.33",0,21
"121.86,31.00",0,31
"120.99,31.05",0,31
"113.75,23.44",0,0
"113.25,22.97",0,5
"121.31,31.34",0,152
"113.76,23.63",0,2
"113.49,22.84",0,3
"113.84,23.38",0,1
"113.24,23.49",0,2
"121.18,30.90",0,5
"121.91,30.96",0,12
"114.36,22.73",0,0
"113.69,23.52",0,0
"113.59,22.69",0,0
"121.12,31.25",0,26
"121.86,30.99",0,275
"113.35,23.36",0,0
"113.55,23.34",0,0
"121.54,31.10",0,2
"113.40,23.26",0,0
"113.35,23.35",0,0
"113.66,23.20",0,0
"121.60,31.52",0,6
"113.48,23.31",0,0
"113.31,23.37",0,1
"113.75,23.21",0,2
"121.28,31.07",0,11
"121.18,31.36",0,18
"121.17,30.88",0,0
"113.71,23.20",0,3
"121.60,30.91",0,4
"121.12,31.06",0,4
"121.21,31.39",0,19
"121.07,30.94",0,43
"113.51,23.15",0,10
"113.50,23.66",0,0
"121.35,31.44",0,12
"121.66,31.03",0,2
"121.84,30.91",0,5
"113.38,23.23",0,0
"121.11,31.22",0,8
"113.76,23.49",0,0
"121.20,31.15",0,53
"113.06,23.48",0,0
"121.76,31.22",0,4
"121.49,31.03",0,1
"121.35,31.71",0,48
"121.49,31.02",0,7
"121.20,31.28",0,4
"113.84,22.66",0,0
"113.51,22.96",0,47
"121.40,30.97",0,0
"121.61,31.23",0,0
"121.53,30.89",0,25
"113.69,23.62",0,0
"121.28,31.14",0,15
"121.43,31.62",0,1
"121.43,30.91",0,15
"113.96,22.81",0,32
"121.15,31.12",0,6
"121.07,31.12",0,24
"121.29,30.97",0,6
"113.26,23.43",0,0
"121.70,30.94",0,62
"114.11,22.64",0,1
"113.38,23.29",0,0
"121.37,31.40",0,4
"121.47,31.00",0,0
"121.69,31.28",0,13
"121.19,31.32",0,60
"113.15,23.35",0,2
"114.41,22.71",0,0
"113.42,22.86",0,9
"121.55,30.98",0,11
"121.48,30.94",0,2
"121.67,31.21",0,1
"121.57,31.33",0,18
"121.52,31.36",0,2
"113.13,23.44",0,0
"113.48,23.32",0,1
"113.26,23.41",0,0
"121.24,31.15",0,36
"121.65,31.05",0,10
"113.44,22.84",0,1
"113.19,23.48",0,13
"114.25,22.64",0,0
"113.44,23.60",0,1
"113.58,23.62",0,4
"113.78,22.63",0,0
"114.52,22.47",0,10
"113.33,22.83",0,4
"121.25,31.29",0,0
"113.49,23.28",0,0
"121.67,30.87",0,7
"121.50,30.87",0,33
"121.68,31.04",0,45
"121.46,31.10",0,0
"121.46,31.08",0,0
"121.54,31.67",0,1
"113.87,23.23",0,57
"121.20,30.88",0,5
"114.33,22.78",0,1
"114.50,22.45",0,0
"121.77,31.15",0,3
"121.75,30.98",0,14
"121.14,31.13",0,4
"113.79,22.78",0,51
"113.59,22.22",0,0
"113.57,23.30",0,0
"114.08,22.72",0,4
"113.38,22.88",0,3
"121.36,31.00",0,0
"121.37,30.95",0,9
"121.10,30.94",0,23
"121.81,31.16",0,0
"121.40,31.41",0,1
"114.33,22.64",0,0
"121.26,31.13",0,35
"113.20,23.33",0,2
"121.44,31.62",0,4
"121.84,31.53",0,2
"121.41,31.35",0,3
"113.51,23.26",0,0
"121.17,31.12",0,9
"121.72,30.90",0,2
"121.79,30.91",0,107
"121.19,31.44",0,32
"121.18,30.94",0,4
"121.36,31.45",0,1
"114.27,22.67",0,10
"113.85,23.29",0,0
"121.12,31.12",0,4
"121.28,31.25",0,3
"113.46,23.59",0,4
"113.79,23.28",1,6
"121.33,31.18",0,2
"121.18,31.32",0,18
"113.41,22.98",0,4
"113.40,22.99",0,2
"113.44,22.90",0,26
"113.50,23.40",0,0
"121.75,31.19",0,7
"121.56,30.99",0,190
"121.33,31.49",0,24
"121.23,30.96",0,16
"113.87,23.43",0,4
"121.83,31.36",0,0
"113.26,23.30",0,24
"121.45,30.79",0,0
"121.30,31.39",0,12
"114.34,22.67",0,2
"113.38,23.39",0,0
"113.28,23.29",0,4
"121.28,30.80",0,39
"114.21,22.74",0,2
"113.76,22.61",0,0
"113.60,23.16",0,2
"114.09,22.62",0,7
"121.18,30.88",0,11
"113.55,23.52",0,2
"121.09,31.18",0,12
"121.20,31.32",0,27
"121.53,31.10",0,15
"121.70,30.92",0,9
"113.53,22.81",0,2
"114.22,22.78",0,0
"113.85,22.83",0,0
"121.06,31.14",0,4
"113.51,22.99",0,0
"121.55,30.95",0,28
"113.27,23.51",0,1
"113.36,23.08",0,9
"113.16,23.45",0,7
"113.21,23.49",0,8
"121.29,31.33",0,18
"113.39,23.36",0,0
"121.64,31.34",0,2
"113.68,22.62",0,0
"121.53,31.35",0,2
"113.29,23.49",0,3
"121.45,31.78",0,1
"121.26,30.80",0,8
"113.75,23.54",0,0
"121.29,31.29",0,28
"114.20,22.56",0,2
"113.64,23.23",0,8
"114.08,22.67",0,2
"121.33,31.05",0,2
"113.16,23.39",0,0
"121.43,30.97",0,31
"113.45,23.58",0,0
"121.37,31.43",0,3
"113.50,23.37",1,0
"113.66,23.68",0,0
"113.84,22.52",0,0
"113.84,23.37",0,0
"121.79,31.10",0,3
"121.39,30.97",0,5
"121.58,31.56",0,18
"121.46,30.86",0,53
"121.67,31.31",0,53
"113.67,23.62",0,0
"121.65,30.92",0,69
"121.30,30.84",0,22
"113.33,23.28",0,5
"113.87,22.68",0,0
"113.52,23.18",0,8
"121.50,31.00",0,89
"121.31,30.86",0,2
"113.83,22.82",0,2
"121.88,31.03",0,0
"113.77,23.46",0,10
"113.48,22.73",0,2
"121.19,31.07",0,7
"114.06,22.59",0,2
"121.19,31.25",0,14
"113.51,22.88",0,7
"113.71,23.18",0,7
"113.87,22.63",0,0
"121.33,30.81",0,0
"121.33,31.31",0,40
"121.35,30.98",0,0
"121.20,31.39",0,9
"121.79,31.00",0,1
"121.28,30.85",0,1
"120.98,31.09",0,21
"113.34,23.40",0,3
"113.43,23.38",0,0
"121.34,31.71",0,34
"121.53,31.38",0,3
"121.48,30.97",0,3
"121.29,31.28",0,60
"121.71,31.25",0,14
"121.18,31.15",0,244
"113.87,23.18",0,0
"113.05,23.37",0,0
"121.15,31.10",0,3
"121.50,31.01",0,38
"121.69,31.03",0,56
"121.36,31.42",0,27
"121.23,30.86",0,3
"121.90,30.95",0,10
"114.20,22.63",0,0
"113.46,22.85",0,0
"113.54,23.07",0,7
"113.71,23.28",0,4
"113.75,23.34",0,0
"121.26,31.21",0,12
"121.51,30.92",0,23
"121.77,31.03",0,167
"113.56,23.22",0,2
"121.94,30.88",0,2
"113.58,22.79",0,4
"121.56,31.34",0,16
"121.74,31.09",0,6
"113.46,23.01",0,33
"121.12,31.26",0,31
"121.45,31.07",0,7
"113.41,22.89",0,11
"121.81,30.86",0,6
"121.62,31.07",0,2
"120.90,31.08",0,4
"113.80,22.41",0,0
"113.22,23.51",0,0
"113.55,22.81",0,4
"121.10,31.21",0,9
"114.06,22.74",0,0
"113.40,22.77",0,0
"113.52,22.75",0,1
"121.67,31.39",0,0
"113.57,22.67",0,3
"121.38,30.96",0,77
"121.36,30.79",0,5
"121.80,30.93",0,3
"113.17,23.29",0,0
"121.53,30.88",0,80
"121.73,30.98",0,15
"113.95,22.66",0,1
"121.35,31.36",0,28
"113.64,22.69",0,15
"113.37,23.60",0,0
"121.20,31.44",0,55
"121.25,30.82",0,39
"121.54,31.35",0,21
"121.75,30.95",0,5
"121.71,31.59",0,32
"121.47,31.01",0,2
"113.57,23.18",0,6
"121.69,31.26",0,3
"114.02,22.76",0,0
"113.64,23.21",0,2
"121.35,30.99",0,0
"121.36,31.43",0,2
"121.81,31.11",0,1
"113.61,23.19",0,0
"121.34,30.80",0,18
"121.09,30.90",0,3
"121.67,31.41",0,1
"113.19,23.44",0,2
"121.68,31.29",0,44
"113.81,23.23",0,4
"121.37,31.38",0,4
"113.87,22.67",0,1
"113.35,23.41",0,0
"113.24,23.50",0,5
"113.82,22.80",0,29
"121.64,31.17",0,11
"121.64,31.31",0,5
"113.54,23.14",0,9
"121.25,31.21",0,82
"121.36,31.05",0,0
"113.89,22.66",0,2
"121.83,31.08",0,2
"113.25,23.52",0,0
"121.75,30.99",0,159
"121.55,31.37",0,12
"121.54,30.93",0,102
"113.61,23.20",0,2
"113.49,22.85",0,11
"113.34,23.27",0,4
"121.75,30.90",0,0
"120.90,31.09",0,29
"121.65,30.96",0,0
"121.34,31.49",0,29
"114.35,22.78",0,0
"121.40,30.94",0,25
"113.95,23.82",0,6
"113.33,22.87",0,1
"113.83,23.16",0,7
"121.18,31.18",0,12
"113.64,23.64",0,17
"121.31,31.18",0,8
"121.47,31.14",0,6
"121.27,31.25",0,8
"113.77,23.23",0,2
"113.63,23.64",0,11
"121.18,31.11",0,45
"121.34,30.77",0,2
"121.49,30.90",0,31
"121.51,31.05",0,33
"121.19,30.98",0,28
"113.27,23.02",0,3
"113.90,23.50",0,0
"121.48,31.14",0,2
"113.11,23.46",0,7
"113.29,23.32",0,4
"113.23,23.48",0,0
"114.19,22.61",0,6
"121.75,30.87",0,10
"113.30,22.96",0,0
"113.44,23.26",0,4
"113.17,23.47",0,11
"113.66,23.60",0,0
"121.57,31.02",0,21
"121.23,31.41",0,114
"113.64,23.48",0,0
"121.29,30.72",0,0
"113.32,23.58",0,0
"113.18,23.39",0,13
"113.28,22.93",0,2
"114.07,22.61",0,0
"113.94,22.62",0,4
"121.82,31.11",0,0
"121.60,31.09",0,4
"113.84,23.25",0,10
"113.90,22.47",0,10
"113.86,23.33",0,0
"113.48,23.21",0,2
"121.66,31.18",0,4
"121.83,30.88",0,0
"121.32,30.89",0,11
"121.24,31.29",0,7
"113.50,23.59",0,0
"113.52,22.77",0,0
"121.19,31.24",0,2
"113.17,23.34",0,0
"121.60,31.35",0,5
"121.76,31.16",0,4
"114.50,22.57",0,7
"113.40,23.32",0,0
"121.80,31.17",0,4
"113.57,23.47",0,2
"121.26,31.15",0,8
"121.33,31.06",0,2
"113.60,23.19",0,10
"113.54,23.28",0,0
"121.27,30.73",0,12
"114.51,22.65",0,6
"121.85,31.53",0,0
"121.12,31.21",0,42
"121.25,31.16",0,62
"121.47,31.42",0,3
"121.17,30.83",0,121
"121.23,31.46",0,45
"113.29,23.46",0,0
"120.94,31.12",0,0
"113.43,22.99",0,1
"113.79,23.60",0,0
"121.29,31.25",0,3
"121.16,30.98",0,4
"121.07,31.11",0,3
"121.65,31.08",0,1
"121.59,30.93",0,77
"121.10,31.03",0,2
"114.25,22.65",0,0
"113.37,22.88",0,1
"121.30,31.34",0,252
"113.13,23.45",0,6
"121.62,30.90",0,93
"113.64,22.60",0,0
"113.33,23.56",0,0
"121.64,31.23",0,9
"121.73,31.23",0,21
"114.00,23.89",0,1
"121.88,30.91",0,0
"121.29,30.89",0,10
"113.41,22.79",0,2
"113.48,22.82",0,14
"121.93,31.52",0,6
"114.28,22.78",0,1
"121.72,30.87",0,8
"121.28,31.36",0,9
"113.99,22.65",0,0
"113.32,23.23",0,2
"113.42,22.79",0,1
"121.09,31.26",0,37
"121.38,31.04",0,39
"113.43,23.45",0,4
"113.62,22.63",0,14
"121.81,31.13",0,1
"121.30,31.45",0,14
"121.73,30.95",0,33
"121.05,31.15",0,0
"113.51,23.02",0,2
"121.29,31.41",0,41
"113.26,22.96",0,5
"121.16,31.06",0,15
"113.52,22.92",0,8
"113.51,23.25",0,2
"121.21,31.35",0,43
"121.20,31.37",0,71
"113.44,22.97",0,0
"121.45,30.85",0,2
"114.41,22.60",0,0
"121.36,30.77",0,20
"113.28,22.98",0,0
"121.31,31.43",0,101
"121.42,30.89",0,62
"121.24,31.47",0,61
"114.23,22.59",0,1
"121.03,31.14",0,3
"113.83,23.35",0,1
"113.33,23.39",0,0
"113.51,23.37",0,0
"113.38,22.78",0,0
"113.56,22.71",0,0
"113.69,23.24",0,0
"121.76,30.90",0,20
"121.55,30.91",0,7
"121.31,31.33",0,1
"121.33,31.45",0,16
"121.86,31.01",0,15
"121.05,31.13",0,0
"121.94,31.52",0,1
"121.73,31.37",0,0
"114.36,22.72",0,2
"121.01,30.92",0,17
"121.28,30.72",0,8
"121.33,30.71",0,17
"113.50,23.48",0,6
"113.57,23.57",0,0
"113.62,22.59",0,1
"121.87,31.06",0,0
"113.60,23.56",0,3
"113.51,23.22",0,3
"121.69,31.06",0,12
"121.36,31.30",0,15
"113.31,23.30",0,7
"114.39,22.69",0,0
"121.49,30.81",0,0
"121.68,31.28",0,4
"113.28,23.48",0,7
"114.46,22.60",0,11
"121.79,31.11",0,0
"113.41,23.00",0,0
"121.27,30.81",0,11
"113.32,22.87",0,2
"121.75,31.09",0,17
"121.39,31.65",0,16
"113.45,22.97",0,2
"121.84,31.06",0,0
"121.36,31.68",0,88
"113.35,23.38",0,2
"121.72,30.95",0,68
"121.17,31.21",0,5
"121.80,31.04",0,13
"121.66,31.32",0,8
"113.45,23.09",0,1
"113.41,23.31",0,0
"121.73,31.19",0,4
"113.94,22.61",0,0
"121.34,31.11",0,13
"121.08,31.04",0,3
"113.65,22.61",0,2
"113.41,23.01",0,0
"113.29,23.44",0,5
"121.36,31.06",0,1
"121.31,31.45",0,22
"113.91,23.40",0,2
"121.87,30.87",0,4
"121.24,31.33",0,1
"113.62,23.53",0,2
"121.76,31.58",0,2
"121.82,30.86",0,6
"121.48,31.15",0,5
"121.53,31.68",0,59
"121.17,31.06",0,24
"121.82,30.85",0,0
"113.22,23.45",0,1
"121.35,30.95",0,34
"114.39,22.68",0,1
"121.46,30.85",0,7
"113.39,23.35",0,4
"113.29,22.93",0,0
"113.81,23.47",0,0
"121.61,31.64",0,8
"121.16,31.09",0,20
"121.67,30.86",0,2
"121.44,30.84",0,0
"121.36,30.74",0,5
"121.95,31.51",0,0
"113.35,23.33",0,12
"121.46,31.65",0,2
"121.31,31.36",0,7
"121.42,31.05",0,7
"113.28,23.39",0,0
"113.49,22.77",0,7
"113.86,23.28",0,0
"113.59,22.34",0,10
"121.65,31.56",0,18
"113.52,23.49",0,28
"121.52,31.12",0,63
"113.52,22.87",0,0
"113.75,23.25",0,3
"113.43,22.76",0,4
"121.27,31.75",0,14
"113.72,23.35",0,8
"113.28,23.32",0,0
"121.46,30.88",0,3
"113.34,23.06",0,7
"113.09,23.32",0,0
"121.33,30.79",0,8
"121.83,31.10",0,64
"121.58,31.17",0,5
"121.56,30.86",0,63
"121.49,30.87",0,6
"113.40,23.61",0,1
"113.63,23.16",0,30
"121.49,30.89",0,6
"113.77,23.27",0,0
"121.04,31.11",0,25
"114.29,22.63",0,7
"121.16,31.23",0,2
"113.42,23.01",0,1
"113.60,23.31",0,13
"121.17,30.96",0,2
"113.78,22.61",0,0
"121.09,30.86",0,2
"121.37,31.45",0,0
"121.13,31.36",0,39
"113.27,23.39",0,4
"121.35,30.81",0,7
"121.70,31.41",0,2
"121.29,31.42",0,25
"121.26,31.29",0,0
"113.54,23.27",0,0
"121.20,30.87",0,8
"113.82,23.23",0,10
"113.67,22.64",0,3
"121.38,30.98",0,4
"121.40,31.43",0,2
"113.38,22.83",0,0
"113.49,23.02",0,6
"121.71,31.15",0,9
"113.19,23.30",0,0
"113.42,23.28",0,0
"113.62,23.51",0,0
"121.57,31.06",0,4
"121.20,31.22",0,0
"113.82,23.13",0,1
"121.82,31.46",0,2
"121.36,31.09",0,2
"121.19,31.38",0,0
"113.48,22.99",0,22
"121.41,31.34",0,7
"113.57,23.27",0,0
"113.96,22.77",0,0
"121.52,31.00",0,4
"121.22,30.85",0,6
"113.55,23.29",0,0
"113.52,22.94",0,0
"113.70,23.19",0,9
"114.01,22.71",0,0
"113.56,23.23",0,0
"121.66,31.02",0,0
"113.09,23.42",0,2
"121.05,31.14",0,0
"113.82,23.24",0,4
"113.63,22.60",0,0
"121.71,31.26",0,12
"113.61,23.27",0,7
"114.25,22.63",0,0
"121.20,31.11",0,19
"121.24,31.73",0,2
"113.40,23.35",0,0
"121.76,31.36",0,9
"113.81,23.59",0,2
"121.51,31.40",0,0
"113.40,23.62",0,0
"121.32,30.71",0,4
"121.84,30.94",0,0
"121.15,31.34",0,16
"121.37,31.37",0,15
"114.30,22.74",0,0
"121.37,31.72",0,0
"121.42,30.91",0,20
"113.85,23.23",0,2
"113.53,22.85",0,0
"121.75,31.52",0,132
"113.97,22.64",0,0
"121.41,31.65",0,1
"113.80,22.66",0,2
"113.39,23.60",0,0
"113.55,22.78",0,2
"121.28,31.39",0,13
"121.63,31.42",0,13
"121.79,30.90",0,45
"113.86,23.19",0,0
"113.88,22.85",0,0
"113.76,23.29",0,0
"113.51,23.29",0,0
"113.52,22.90",0,8
"121.75,31.00",0,34
"121.79,31.19",0,0
"121.88,31.34",0,0
"121.02,30.95",0,1
"113.43,23.43",0,2
"113.56,23.50",1,0
"113.80,23.39",0,2
"121.54,30.99",0,12
"113.71,23.25",0,0
"113.36,23.42",0,1
"113.12,23.42",0,0
"121.18,31.38",0,14
"121.59,30.91",0,2
"113.10,23.32",0,6
"113.82,23.46",0,2
"113.71,23.72",0,2
"121.35,30.94",0,5
"121.58,31.22",0,0
"113.38,22.91",0,0
"121.42,30.84",0,57
"121.44,30.89",0,4
"121.74,31.23",0,48
"113.25,23.46",0,0
"121.34,30.86",0,28
"113.59,23.23",0,4
"114.02,22.57",0,5
"113.24,23.42",0,4
"113.62,23.16",0,15
"113.29,23.47",0,0
"113.32,23.43",0,2
"113.42,23.35",0,0
"121.34,31.02",0,19
"120.97,31.06",0,20
"113.35,22.88",0,10
"114.35,22.72",0,13
"113.39,23.30",0,0
"113.36,23.39",0,0
"121.60,31.64",0,45
"121.12,31.08",0,14
"121.25,30.94",0,34
"121.52,30.90",0,22
"120.92,31.07",0,28
"114.49,22.56",0,0
"121.41,30.98",0,0
"121.17,31.08",0,15
"121.11,31.21",0,5
"113.86,23.21",0,10
"113.43,23.40",0,0
"113.25,23.44",0,0
"113.34,23.47",0,0
"121.32,31.46",0,8
"121.25,31.15",0,4
"121.35,30.83",0,14
"113.49,22.91",0,5
"121.28,30.74",0,2
"121.17,30.94",0,35
"113.93,23.79",0,0
"121.32,30.85",0,0
"121.74,31.14",0,3
"114.30,22.63",0,0
"113.96,22.72",0,0
"121.33,31.34",0,6
"121.16,30.91",0,9
"113.73,23.72",0,11
"113.34,23.39",0,0
"121.14,31.28",0,7
"121.61,31.17",0,15
"121.14,31.39",0,0
"113.39,22.88",0,0
"121.36,31.44",0,6
"121.69,31.40",0,30
"121.28,30.76",0,5
"113.45,23.37",0,0
"113.42,23.42",0,2
"113.72,23.16",0,0
"121.40,30.92",0,9
"121.28,31.77",0,6
"114.34,22.60",0,12
"113.47,22.90",0,6
"113.25,23.00",0,0
"121.42,30.83",0,77
"121.52,30.99",0,2
"121.11,30.88",0,10
"113.64,23.61",0,10
"113.16,23.49",0,0
"113.91,22.81",0,0
"121.55,31.61",0,5
"121.72,31.28",0,4
"113.40,23.70",0,0
"113.03,23.32",0,23
"113.66,22.68",0,0
"114.55,22.65",0,1
"121.09,31.02",0,1
"113.71,23.47",0,0
"113.64,23.49",0,0
"121.50,30.88",0,8
"121.20,31.79",0,6
"121.87,31.53",0,4
"121.31,31.37",0,68
"113.34,23.46",0,6
"121.23,31.34",0,12
"113.40,23.46",0,0
"121.38,30.78",0,1
"121.28,31.43",0,5
"113.48,22.74",0,6
"121.00,31.10",0,24
"113.73,23.44",0,0
"113.78,23.62",0,5
"121.24,31.26",0,11
"114.36,22.62",0,2
"113.37,23.31",0,9
"113.49,22.73",0,1
"113.32,22.84",0,0
"113.57,22.38",0,21
"113.26,23.03",0,4
"121.17,31.14",0,7
"113.44,23.37",0,0
"113.40,23.27",0,9
"113.64,23.60",0,2
"121.19,31.19",0,270
"113.57,23.54",0,14
"113.48,22.89",0,15
"121.15,30.94",0,24
"113.88,22.66",0,0
"113.47,23.22",0,6
"121.09,30.95",0,5
"113.53,22.41",0,1
"121.41,31.76",0,19
"113.77,23.20",0,0
"121.31,30.95",0,6
"121.22,30.89",0,1
"113.09,23.35",0,0
"121.58,31.58",0,11
"121.56,31.36",0,8
"121.43,30.86",0,2
"113.48,23.46",0,0
"121.10,30.88",0,35
"121.54,31.36",0,16
"121.80,31.49",0,26
"121.38,30.80",0,29
"113.85,23.84",0,0
"113.40,22.92",0,2
"121.36,31.29",0,27
"113.50,23.47",0,1
"121.32,31.71",0,3
"113.91,23.80",0,0
"113.27,23.41",0,0
"121.78,31.08",0,9
"120.93,31.13",0,4
"121.02,30.90",0,5
"114.21,22.56",0,0
"113.54,22.84",0,0
"113.49,22.79",0,0
"113.32,23.36",0,0
"121.73,30.89",0,41
"121.22,31.35",0,8
"114.40,22.73",0,0
"121.28,30.73",0,1
"121.20,31.17",0,0
"121.46,31.62",0,40
"113.39,23.03",0,2
"113.85,22.50",0,0
"121.47,31.02",0,0
"121.68,30.99",0,2
"113.67,23.68",0,0
"113.46,23.31",0,2
"113.95,22.75",0,1
"121.70,30.90",0,0
"121.38,31.37",0,4
"121.07,30.93",0,3
"113.50,23.28",0,1
"113.92,22.48",0,11
"121.07,31.02",0,0
"113.62,23.20",0,0
"121.19,31.31",0,27
"113.90,23.78",0,0
"113.17,23.33",0,0
"113.50,22.89",0,7
"121.41,31.62",0,7
"121.59,30.99",0,81
"113.41,23.20",0,0
"121.03,30.88",0,6
"121.80,31.53",0,24
"121.35,31.02",0,8
"113.84,22.50",0,0
"121.73,31.22",0,16
"121.78,31.03",0,5
"121.49,30.85",0,4
"121.34,31.74",0,1
"113.38,22.84",0,1
"121.95,30.91",0,6
"121.58,31.37",0,2
"121.51,30.95",0,106
"121.39,31.75",0,5
"113.39,22.86",0,4
"121.25,31.74",0,4
"113.68,23.63",0,0
"114.10,22.68",0,4
"113.57,23.10",0,4
"121.48,31.36",0,0
"113.84,23.34",0,0
"112.97,23.44",0,0
"121.63,31.56",0,42
"113.39,23.39",0,0
"121.65,31.41",0,5
"121.70,31.52",0,6
"121.76,30.96",0,4
"121.29,31.39",0,43
"121.27,31.29",0,58
"113.26,23.51",0,0
"113.34,22.85",0,6
"113.68,23.32",0,0
"121.82,31.54",0,1
"121.40,31.44",0,15
"121.48,31.76",0,0
"121.52,30.95",0,53
"113.11,23.47",0,0
"113.54,22.76",0,1
"113.42,22.88",0,3
"113.22,23.52",0,0
"113.86,22.69",0,0
"113.59,22.29",0,2
"121.68,31.02",0,0
"121.08,31.12",0,10
"114.34,22.72",0,0
"121.76,31.55",0,3
"113.51,22.94",0,7
"113.33,23.40",0,0
"121.32,31.77",0,2
"113.50,23.38",0,0
"113.25,23.31",0,2
"121.64,30.86",0,9
"121.14,31.11",0,12
"113.33,22.93",0,11
"121.04,31.00",0,27
"113.51,22.77",0,0
"113.35,23.43",0,0
"113.23,23.45",0,0
"121.11,31.01",0,1
"113.50,23.43",0,8
"113.43,22.83",0,0
"121.19,31.12",0,10
"121.42,31.66",0,32
"113.60,23.17",0,0
"113.37,23.47",0,1
"113.29,23.43",0,2
"113.46,23.33",0,0
"121.52,30.91",0,11
"113.58,23.57",0,0
"121.32,30.84",0,2
"114.32,22.80",0,1
"113.66,23.19",0,1
"113.87,22.73",0,0
"113.62,23.61",0,0
"113.49,23.46",1,2
"113.32,22.86",0,0
"121.13,31.37",0,73
"121.80,30.92",0,21
"121.32,30.87",0,2
"121.13,30.92",0,8
"113.50,23.19",0,2
"113.66,23.65",0,2
"121.60,30.97",0,14
"121.25,31.23",0,6
"121.26,31.75",0,18
"113.60,23.59",0,0
"113.63,23.32",0,1
"113.78,23.23",0,0
"121.52,30.92",0,5
"121.27,31.44",0,44
"113.36,23.25",0,2
"121.14,31.08",0,22
"113.34,23.36",0,0
"121.55,31.36",0,18
"121.24,31.46",0,264
"113.47,22.74",0,3
"121.19,31.39",0,0
"121.88,30.86",0,1
"113.45,23.36",0,0
"121.41,31.33",0,0
"113.77,23.21",0,1
"114.49,22.66",0,1
"113.57,23.53",0,0
