o,bus_stops,tube_stops
"121.20,31.14",,
"121.75,30.87",,
"121.65,31.07",,
"121.63,30.86",,
"113.29,23.50",,
"121.77,30.99",,
"113.36,23.44",,
"121.29,30.94",,
"113.76,23.63",,
"121.29,31.06",,
"113.79,22.63",,
"121.66,31.41",,
"113.50,23.42",,
"114.03,22.51",,
"113.21,23.33",,
"113.48,23.33",,
"114.28,22.65",,
"113.54,23.16",,
"121.67,31.11",,
"113.51,23.18",,
"121.18,31.19",,
"121.24,31.46",,
"113.54,23.57",,
"120.91,31.12",,
"113.26,23.27",,
"121.23,31.14",,
"121.13,31.23",,
"113.39,22.90",,
"121.30,31.11",,
"113.67,23.61",,
"113.42,22.90",,
"114.23,22.57",,
"113.18,23.15",,
"121.42,30.92",,
"121.56,31.37",,
"113.26,23.34",,
"121.64,31.31",,
"113.85,23.25",,
"114.07,22.61",,
"113.23,23.48",,
"121.37,30.73",,
"121.05,31.07",,
"121.34,31.07",,
"121.69,31.15",,
"121.00,31.10",,
"113.33,22.84",,
"121.38,31.45",,
"121.19,30.81",,
"120.92,31.12",,
"113.34,23.26",,
"121.17,31.17",,
"113.28,23.41",,
"114.36,22.66",,
"113.39,22.88",,
"121.35,30.99",,
"113.34,22.90",,
"121.10,30.98",,
"121.52,30.95",,
"121.06,31.00",,
"121.11,30.94",,
"121.12,30.98",,
"121.79,31.10",,
"114.24,22.61",,
"121.45,30.97",,
"121.31,31.43",,
"121.43,31.08",,
"121.38,31.43",,
"121.70,31.27",,
"121.70,31.39",,
"113.59,22.24",,
"114.48,22.57",,
"113.38,23.33",,
"121.59,31.11",,
"121.47,31.09",,
"121.86,30.99",,
"121.27,31.16",,
"121.43,30.94",,
"121.64,31.16",,
"113.10,23.33",,
"113.67,23.21",,
"113.31,22.92",,
"121.74,31.13",,
"113.86,23.21",,
"121.73,31.11",,
"121.36,31.42",,
"113.96,22.64",,
"121.75,31.44",,
"121.15,31.00",,
"121.25,31.30",,
"113.49,23.01",,
"113.69,23.28",,
"113.57,23.55",,
"120.93,31.02",,
"121.20,31.07",,
"113.45,23.45",,
"121.25,30.99",,
"121.84,30.87",,
"121.80,30.87",,
"121.68,31.29",,
"121.64,31.15",,
"121.26,31.40",,
"121.32,31.33",,
"113.40,23.34",,
"121.75,30.99",,
"121.17,31.05",,
"121.27,31.10",,
"113.63,23.18",,
"113.38,23.35",,
"113.41,22.97",,
"113.21,23.25",,
"113.69,23.69",,
"113.45,23.61",,
"113.64,22.42",,
"121.19,31.35",,
"113.41,23.01",,
"121.76,30.98",,
"113.50,22.85",,
"121.04,31.10",,
"121.36,31.40",,
"121.36,31.48",,
"121.35,30.72",,
"121.49,30.94",,
"113.56,23.21",,
"121.17,30.90",,
"121.73,31.18",,
"113.75,23.15",,
"113.77,22.74",,
"121.83,31.09",,
"113.90,23.47",,
"121.26,30.94",,
"113.28,23.47",,
"121.75,31.00",,
"113.31,22.90",,
"113.43,22.75",,
"121.60,30.91",,
"121.21,30.84",,
"113.29,22.93",,
"121.58,31.23",,
"121.43,31.63",,
"121.15,31.35",,
"121.49,31.05",,
"121.21,30.94",,
"121.10,30.90",,
"121.21,31.20",,
"113.37,23.38",,
"121.41,30.87",,
"121.82,30.86",,
"113.46,23.05",,
"121.28,30.75",,
"113.57,23.53",,
"121.95,30.90",,
"113.18,23.29",,
"121.39,31.40",,
"121.56,31.10",,
"113.45,22.85",,
"113.42,22.91",,
"121.29,30.85",,
"113.89,22.70",,
"121.30,31.00",,
"113.26,23.35",,
"121.37,31.05",,
"121.70,31.06",,
"113.62,23.53",,
"121.73,31.09",,
"114.29,22.68",,
"121.17,30.83",,
"113.51,22.81",,
"113.81,22.60",,
"121.47,30.95",,
"121.46,31.03",,
"113.73,22.29",,
"113.35,22.84",,
"113.43,23.02",,
"113.74,23.62",,
"113.47,23.40",,
"113.67,23.18",,
"121.80,30.92",,
"121.17,31.30",,
"113.49,23.28",,
"113.77,23.64",,
"113.66,23.23",,
"121.78,30.99",,
"113.63,22.62",,
"113.11,23.33",,
"121.36,31.34",,
"121.62,31.35",,
"113.26,22.95",,
"113.88,23.22",,
"121.27,31.45",,
"113.56,23.14",,
"113.16,23.48",,
"113.82,22.80",,
"121.26,31.21",,
"113.83,22.66",,
"113.49,22.96",,
"121.20,31.17",,
"121.50,30.94",,
"114.19,22.61",,
"113.94,22.78",,
"121.04,31.15",,
"113.45,23.00",,
"121.53,31.12",,
"121.57,31.33",,
"113.87,22.84",,
"121.10,31.21",,
"113.89,22.75",,
"121.32,30.72",,
"121.63,31.10",,
"113.70,23.72",,
"121.21,31.11",,
"121.39,30.97",,
"121.58,30.88",,
"121.92,30.86",,
"114.23,22.67",,
"113.38,23.38",,
"121.66,31.30",,
"113.79,23.23",,
"121.41,30.92",,
"113.60,23.32",,
"121.64,31.20",,
"113.73,23.47",,
"121.25,30.96",,
"121.33,31.38",,
"121.15,31.02",,
"121.47,31.63",,
"113.57,23.23",,
"121.63,31.11",,
"121.04,31.08",,
"121.53,30.89",,
"113.48,23.38",,
"113.50,23.00",,
"113.23,23.42",,
"113.19,23.49",,
"121.00,31.11",,
"113.51,22.84",,
"113.50,23.37",,
"121.62,31.08",,
"121.26,31.27",,
"113.62,22.63",,
"121.72,31.08",,
"121.24,31.25",,
"121.48,31.13",,
"113.67,22.50",,
"121.58,31.57",,
"121.47,30.88",,
"113.08,23.40",,
"113.16,23.42",,
"121.80,30.86",,
"114.50,22.60",,
"121.71,31.53",,
"121.42,31.07",,
"113.95,22.71",,
"121.13,31.22",,
"121.73,31.07",,
"113.54,22.85",,
"113.92,23.49",,
"121.21,31.44",,
"113.19,23.39",,
"121.29,31.26",,
"113.53,22.85",,
"113.42,22.92",,
"113.65,23.20",,
"121.72,31.20",,
"113.41,23.66",,
"121.74,31.22",,
"121.32,31.44",,
"113.91,22.79",,
"121.71,30.87",,
"113.45,22.98",,
"113.73,23.18",,
"113.87,23.23",,
"113.75,23.28",,
"113.29,23.00",,
"114.34,22.80",,
"121.36,31.31",,
"121.78,31.13",,
"113.31,22.93",,
"121.79,30.90",,
"121.52,30.91",,
"113.66,23.64",,
"113.47,22.79",,
"114.15,22.67",,
"113.42,23.44",,
"121.67,30.86",,
"114.18,22.60",,
"121.21,31.26",,
"121.58,31.02",,
"121.27,31.30",,
"121.08,31.11",,
"121.03,31.11",,
"121.83,30.91",,
"121.72,31.16",,
"121.42,30.94",,
"121.64,30.97",,
"113.59,22.34",,
"121.75,31.23",,
"113.49,23.10",,
"113.83,23.31",,
"113.54,22.72",,
"121.18,31.23",,
"121.57,31.04",,
"113.64,23.53",,
"121.61,31.54",,
"121.58,30.86",,
"113.79,23.41",,
"113.82,23.15",,
"113.51,22.98",,
"121.74,31.37",,
"113.83,23.26",,
"113.60,22.65",,
"114.08,22.74",,
"121.70,31.04",,
"113.50,22.92",,
"113.42,23.31",,
"113.07,23.38",,
"121.38,31.37",,
"114.36,22.77",,
"114.27,22.76",,
"113.77,23.57",,
"113.50,23.21",,
"121.08,31.22",,
"121.70,31.08",,
"121.26,30.91",,
"121.19,31.38",,
"121.48,31.39",,
"121.38,31.02",,
"121.37,31.01",,
"121.75,31.19",,
"121.08,30.96",,
"113.82,23.21",,
"113.85,22.64",,
"121.27,31.75",,
"121.14,31.23",,
"113.14,23.40",,
"121.50,30.90",,
"121.85,31.51",,
"121.59,31.36",,
"113.40,23.23",,
"113.65,23.57",,
"121.37,30.96",,
"121.54,31.14",,
"121.24,30.95",,
"121.07,31.03",,
"121.26,31.15",,
"113.24,23.23",,
"113.91,22.60",,
"121.77,30.95",,
"121.70,31.15",,
"113.36,23.07",,
"113.78,23.42",,
"121.20,31.08",,
"120.97,31.09",,
"113.49,22.74",,
"114.15,22.54",,
"113.53,23.59",,
"113.50,23.43",,
"113.47,22.99",,
"121.76,31.00",,
"121.42,31.10",,
"113.48,22.81",,
"121.55,31.37",,
"114.28,22.64",,
"113.88,22.76",,
"113.38,23.36",,
"113.55,23.28",,
"113.61,23.18",,
"121.41,31.48",,
"121.90,30.95",,
"121.24,31.43",,
"113.37,23.29",,
"121.16,31.25",,
"113.39,22.83",,
"121.74,31.24",,
"113.66,23.19",,
"121.52,31.02",,
"113.60,23.24",,
"121.18,31.35",,
"121.46,31.07",,
"121.36,31.73",,
"113.18,23.24",,
"121.12,31.19",,
"113.46,22.85",,
"113.30,23.43",,
"121.22,30.98",,
"114.04,22.59",,
"121.53,31.11",,
"113.81,23.26",,
"121.34,31.33",,
"121.24,30.98",,
"113.57,22.81",,
"113.41,23.39",,
"121.04,31.11",,
"121.67,30.88",,
"121.50,30.95",,
"114.31,22.79",,
"113.54,22.90",,
"121.26,31.23",,
"121.18,30.83",,
"113.43,23.01",,
"121.13,31.21",,
"113.79,22.65",,
"113.78,23.29",,
"121.65,31.56",,
"121.26,30.80",,
"121.78,31.55",,
"114.49,22.65",,
"121.87,30.90",,
"121.34,31.48",,
"113.95,22.81",,
"121.35,31.34",,
"113.51,23.36",,
"113.28,22.95",,
"121.83,30.88",,
"113.53,23.60",,
"121.15,31.33",,
"121.73,31.00",,
"113.39,23.35",,
"113.66,23.18",,
"113.57,23.30",,
"113.33,23.24",,
"121.41,31.41",,
"113.71,23.26",,
"121.33,30.90",,
"113.61,23.20",,
"121.38,31.63",,
"121.20,31.24",,
"121.39,30.98",,
"113.70,23.19",,
"121.08,30.90",,
"121.64,30.99",,
"113.79,23.20",,
"113.34,22.83",,
"121.40,30.91",,
"113.56,22.80",,
"113.11,23.47",,
"113.64,23.11",,
"121.65,31.31",,
"121.71,31.15",,
"114.57,22.50",,
"121.71,31.22",,
"121.09,31.29",,
"113.51,23.10",,
"121.50,30.86",,
"121.16,31.00",,
"121.77,31.01",,
"121.17,31.01",,
"113.79,22.66",,
"121.39,31.68",,
"113.27,23.48",,
"113.67,23.65",,
"113.41,22.86",,
"113.65,23.18",,
"113.43,23.43",,
"121.34,31.36",,
"121.10,31.14",,
"113.44,22.99",,
"121.79,31.00",,
"113.55,23.50",,
"121.41,31.35",,
"113.46,23.64",,
"113.38,22.88",,
"121.79,31.50",,
"121.70,31.55",,
"121.35,31.06",,
"121.97,30.89",,
"121.59,31.58",,
"113.45,23.27",,
"113.46,23.59",,
"113.48,23.45",,
"113.49,22.78",,
"113.35,23.36",,
"121.60,31.09",,
"121.31,31.03",,
"113.83,23.37",,
"113.87,22.65",,
"113.95,23.84",,
"121.54,31.11",,
"113.90,22.50",,
"113.41,23.35",,
"113.44,23.07",,
"113.97,22.61",,
"114.48,22.52",,
"121.84,31.53",,
"121.29,30.87",,
"113.54,22.71",,
"121.35,31.38",,
"113.31,23.32",,
"121.79,30.92",,
"113.42,23.15",,
"121.72,31.04",,
"121.35,30.85",,
"113.43,23.23",,
"113.57,23.50",,
"113.77,23.49",,
"121.58,30.99",,
"113.43,22.89",,
"121.30,31.51",,
"121.66,31.52",,
"121.39,31.64",,
"121.07,31.15",,
"121.49,31.72",,
"121.20,31.25",,
"113.34,22.88",,
"113.40,23.46",,
"121.52,31.04",,
"121.36,31.33",,
"113.11,23.46",,
"121.23,31.16",,
"113.09,23.34",,
"121.86,31.50",,
"121.01,30.94",,
"113.67,23.22",,
"121.59,30.98",,
"113.52,23.18",,
"113.45,23.25",,
"121.18,31.37",,
"121.29,31.09",,
"121.28,30.80",,
"114.04,22.58",,
"121.24,30.90",,
"113.71,23.27",,
"121.64,31.14",,
"121.45,30.82",,
"113.23,23.46",,
"121.08,30.86",,
"121.60,31.52",,
"113.57,23.58",,
"121.68,31.30",,
"121.04,31.00",,
"121.61,31.62",,
"121.70,31.11",,
"113.92,22.81",,
"121.19,31.09",,
"121.62,31.23",,
"121.81,31.12",,
"121.64,31.19",,
"113.65,23.22",,
"121.29,30.74",,
"121.73,31.14",,
"113.41,23.41",,
"121.29,30.78",,
"113.29,23.55",,
"113.53,23.26",,
"121.80,31.10",,
"113.53,22.84",,
"113.57,23.59",,
"121.39,30.81",,
"121.34,31.81",,
"113.93,22.81",,
"113.85,22.66",,
"121.30,31.48",,
"121.58,31.05",,
"113.05,23.45",,
"113.66,22.65",,
"113.92,22.61",,
"120.98,31.05",,
"121.17,31.20",,
"113.32,23.37",,
"114.00,22.63",,
"121.36,31.43",,
"121.31,31.36",,
"121.54,30.93",,
"121.58,31.36",,
"121.24,31.24",,
"113.87,23.28",,
"113.84,22.83",,
"113.96,22.79",,
"121.37,30.80",,
"121.65,31.41",,
"121.65,31.10",,
"121.17,31.07",,
"113.42,23.26",,
"113.79,23.29",,
"113.86,22.39",,
"113.54,22.82",,
"121.71,31.38",,
"121.20,31.11",,
"113.52,23.57",,
"121.27,30.97",,
"121.56,30.86",,
"113.59,23.10",,
"121.18,31.06",,
"121.25,30.79",,
"121.24,30.99",,
"121.06,31.12",,
"121.14,31.19",,
"121.00,31.02",,
"121.09,30.95",,
"121.16,31.15",,
"121.04,31.13",,
"121.68,31.15",,
"114.34,22.60",,
"113.82,23.33",,
"113.28,23.37",,
"121.77,31.13",,
"113.85,23.28",,
"121.18,31.24",,
"121.46,30.79",,
"114.41,22.61",,
"121.41,31.68",,
"113.28,23.32",,
"113.33,23.33",,
"113.79,23.53",,
"113.85,22.70",,
"121.33,31.49",,
"121.46,31.60",,
"114.08,22.59",,
"121.80,31.47",,
"113.78,23.57",,
"114.49,22.56",,
"121.65,31.08",,
"113.38,22.87",,
"121.70,31.21",,
"121.81,31.13",,
"121.13,31.28",,
"121.50,30.97",,
"114.51,22.54",,
"113.65,23.65",,
"121.32,30.83",,
"121.26,30.86",,
"113.80,23.18",,
"113.58,22.76",,
"121.34,31.75",,
"113.76,23.25",,
"121.71,31.27",,
"121.63,31.15",,
"121.11,31.17",,
"121.34,31.69",,
"114.34,22.76",,
"121.68,31.39",,
"113.67,22.63",,
"114.02,22.59",,
"113.78,23.56",,
"121.28,31.43",,
"121.28,30.90",,
"113.30,22.89",,
"113.47,23.14",,
"113.13,23.35",,
"121.46,31.14",,
"113.26,23.46",,
"113.46,23.62",,
"121.33,30.85",,
"113.60,22.67",,
"113.81,23.23",,
"121.18,31.07",,
"121.20,31.32",,
"121.11,31.22",,
"121.75,31.13",,
"121.29,31.41",,
"121.87,30.98",,
"121.07,31.08",,
"113.44,23.21",,
"113.46,23.21",,
"113.55,23.27",,
"121.50,30.89",,
"113.44,22.89",,
"121.51,30.91",,
"114.09,22.62",,
"121.53,30.91",,
"121.02,30.97",,
"113.10,23.32",,
"121.43,30.98",,
"121.45,30.99",,
"113.78,23.17",,
"113.35,22.86",,
"113.32,22.86",,
"121.74,31.14",,
"121.69,31.03",,
"113.43,22.98",,
"121.23,31.73",,
"121.32,31.49",,
"121.86,30.89",,
"113.18,23.23",,
"121.78,31.10",,
"121.34,30.88",,
"121.19,31.00",,
"121.39,31.04",,
"113.85,22.68",,
"121.56,30.88",,
"121.66,31.07",,
"121.67,31.04",,
"121.36,31.46",,
"121.80,31.05",,
"121.21,31.07",,
"113.50,22.74",,
"121.82,31.07",,
"121.80,31.09",,
"113.34,23.35",,
"121.22,31.07",,
"113.20,23.05",,
"121.08,31.20",,
"121.31,31.38",,
"113.40,22.98",,
"113.28,23.38",,
"121.58,31.63",,
"113.56,22.74",,
"113.57,23.56",,
"113.42,22.97",,
"113.39,23.33",,
"121.07,30.94",,
"113.48,23.31",,
"113.94,22.64",,
"121.13,31.02",,
"121.64,31.26",,
"114.36,22.62",,
"121.66,31.08",,
"121.35,31.44",,
"121.62,30.93",,
"121.08,31.29",,
"113.33,22.83",,
"121.35,30.71",,
"121.08,30.93",,
"121.79,31.51",,
"113.52,22.78",,
"121.10,31.26",,
"121.15,30.82",,
"121.53,31.10",,
"121.72,31.17",,
"121.19,30.97",,
"113.52,22.72",,
"113.85,23.20",,
"113.65,22.70",,
"113.91,23.44",,
"113.45,22.82",,
"121.62,30.92",,
"121.80,30.89",,
"121.57,30.90",,
"113.61,23.17",,
"121.27,31.34",,
"113.62,22.76",,
"113.41,23.37",,
"113.89,22.83",,
"113.77,23.20",,
"121.51,30.83",,
"113.12,23.33",,
"113.54,23.49",,
"121.28,31.18",,
"121.29,31.11",,
"113.54,22.84",,
"113.68,23.19",,
"121.26,30.79",,
"114.28,22.62",,
"121.17,31.03",,
"121.11,31.21",,
"121.84,30.86",,
"113.41,22.92",,
"121.37,31.46",,
"121.56,30.84",,
"121.57,31.60",,
"113.48,23.07",,
"113.59,22.78",,
"113.21,23.19",,
"113.44,23.43",,
"121.73,30.91",,
"113.66,23.21",,
"113.45,23.31",,
"121.31,31.48",,
"121.51,31.41",,
"113.58,23.31",,
"121.30,31.12",,
"121.19,31.24",,
"113.26,23.41",,
"114.52,22.55",,
"113.46,23.06",,
"121.23,31.45",,
"113.78,23.40",,
"113.96,22.63",,
"113.03,23.45",,
"114.45,22.63",,
"113.60,23.17",,
"113.34,23.28",,
"114.01,22.76",,
"113.63,23.31",,
"113.61,23.51",,
"113.52,22.83",,
"121.33,30.77",,
"113.33,23.47",,
"121.60,31.35",,
"113.35,23.23",,
"120.90,31.12",,
"121.23,31.81",,
"113.12,23.48",,
"113.33,23.41",,
"113.26,23.45",,
"113.62,23.34",,
"121.17,30.99",,
"113.10,23.35",,
"121.23,30.84",,
"121.54,30.83",,
"114.26,22.66",,
"113.30,23.47",,
"121.53,30.85",,
"121.57,31.37",,
"113.28,22.92",,
"121.19,30.98",,
"121.12,30.91",,
"121.19,31.27",,
"113.88,22.66",,
"113.64,23.63",,
"121.21,31.39",,
"113.47,23.06",,
"121.73,31.03",,
"121.17,31.39",,
"114.23,22.63",,
"121.28,31.28",,
"113.36,22.84",,
"121.07,31.21",,
"113.02,23.45",,
"121.72,31.25",,
"121.18,31.12",,
"113.49,22.82",,
"121.73,30.89",,
"121.41,31.33",,
"113.82,23.42",,
"113.85,22.41",,
"121.20,31.45",,
"121.39,31.45",,
"121.52,30.94",,
"121.16,31.07",,
"113.53,23.41",,
"121.48,31.67",,
"113.77,23.18",,
"113.25,23.43",,
"113.23,23.32",,
"121.23,31.13",,
"121.28,31.27",,
"113.77,23.29",,
"113.64,22.70",,
"121.70,30.94",,
"113.70,22.60",,
"121.54,31.65",,
"113.45,23.42",,
"113.20,23.31",,
"121.21,30.98",,
"121.26,30.99",,
"121.63,31.09",,
"113.49,22.71",,
"121.20,30.88",,
"113.27,23.37",,
"121.57,31.57",,
"121.07,31.10",,
"113.26,23.31",,
"121.41,31.65",,
"113.36,23.28",,
"121.27,30.96",,
"113.28,23.52",,
"121.53,30.90",,
"121.83,31.34",,
"113.42,23.03",,
"114.40,22.78",,
"113.53,22.89",,
"113.68,23.28",,
"113.48,23.03",,
"121.23,31.41",,
"121.66,30.91",,
"121.24,31.15",,
"121.42,31.45",,
"121.36,30.82",,
"121.23,31.29",,
"121.39,31.43",,
"121.71,30.98",,
"121.80,30.98",,
"121.09,30.99",,
"113.40,23.35",,
"114.49,22.53",,
"121.84,30.96",,
"113.12,23.45",,
"113.47,23.48",,
"121.01,31.11",,
"121.06,30.93",,
"113.52,22.87",,
"113.63,23.11",,
"113.43,22.99",,
"113.34,23.36",,
"121.17,31.25",,
"113.45,23.63",,
"113.66,23.14",,
"114.23,22.58",,
"121.22,30.79",,
"113.37,23.34",,
"113.76,23.57",,
"121.78,31.11",,
"121.84,30.95",,
"113.46,23.44",,
"113.39,22.80",,
"121.22,31.81",,
"113.65,23.62",,
"121.28,31.24",,
"121.71,31.26",,
"121.02,31.12",,
"121.13,31.32",,
"121.32,31.41",,
"121.70,31.14",,
"113.59,23.20",,
"121.46,31.38",,
"121.14,30.92",,
"121.23,31.27",,
"121.01,30.92",,
"121.50,31.02",,
"121.82,30.97",,
"121.45,31.44",,
"121.00,31.06",,
"113.20,23.30",,
"121.48,31.06",,
"113.10,23.49",,
"113.54,22.86",,
"121.14,31.21",,
"121.63,31.04",,
"114.33,22.73",,
"113.47,22.87",,
"121.59,31.00",,
"121.29,31.82",,
"113.47,23.54",,
"113.79,23.26",,
"121.40,31.39",,
"114.29,22.81",,
"121.09,31.22",,
"121.60,30.99",,
"121.29,30.80",,
"121.32,31.32",,
"121.86,31.02",,
"113.39,22.82",,
"113.47,23.01",,
"113.06,23.33",,
"114.48,22.64",,
"121.56,31.06",,
"121.89,30.91",,
"113.88,22.71",,
"121.42,31.78",,
"121.06,30.94",,
"113.73,23.72",,
"113.59,22.26",,
"121.28,31.14",,
"121.31,31.44",,
"121.03,30.89",,
"121.77,31.10",,
"121.80,30.97",,
"113.27,23.03",,
"121.22,30.90",,
"121.18,31.01",,
"121.21,30.95",,
"113.48,22.91",,
"121.74,31.12",,
"121.47,30.89",,
"113.55,22.74",,
"121.36,30.83",,
"121.62,31.17",,
"121.21,31.14",,
"121.66,31.00",,
"113.31,23.35",,
"121.67,30.92",,
"113.85,22.50",,
"121.40,31.66",,
"113.72,23.20",,
"114.35,22.64",,
"121.66,31.56",,
"113.81,23.31",,
"121.46,31.13",,
"121.18,30.98",,
"121.15,31.04",,
"121.47,30.94",,
"113.24,23.51",,
"113.87,22.73",,
"121.65,31.00",,
"113.54,22.88",,
"121.25,30.87",,
"121.15,30.93",,
"121.43,31.64",,
"121.49,30.86",,
"121.32,30.81",,
"121.40,30.79",,
"113.50,22.82",,
"121.71,30.89",,
"113.90,22.49",,
"114.00,22.57",,
"121.01,30.91",,
"113.40,22.88",,
"113.54,23.60",,
"113.38,22.86",,
"121.26,31.10",,
"121.03,31.05",,
"121.65,31.12",,
"121.09,30.94",,
"121.32,31.42",,
"121.39,30.90",,
"121.09,30.92",,
"121.25,31.23",,
"113.61,22.37",,
"121.60,31.34",,
"113.79,22.64",,
"121.32,31.40",,
"113.46,23.43",,
"121.47,31.01",,
"121.50,30.87",,
"113.38,22.91",,
"121.64,31.04",,
"113.28,23.43",,
"121.60,30.97",,
"121.26,30.98",,
"121.22,31.31",,
"113.37,23.39",,
"113.06,23.45",,
"113.77,23.43",,
"121.07,31.02",,
"113.28,23.42",,
"113.40,22.91",,
"121.56,30.98",,
"113.44,22.83",,
"121.22,30.96",,
"121.65,31.09",,
"121.84,30.92",,
"113.60,23.18",,
"113.59,23.23",,
"113.46,23.04",,
"121.18,30.90",,
"113.18,23.36",,
"113.09,23.33",,
"121.17,31.04",,
"121.12,31.25",,
"121.24,30.78",,
"121.37,30.89",,
"121.29,30.89",,
"113.46,22.99",,
"113.41,23.26",,
"121.03,31.12",,
"121.78,30.93",,
"121.68,30.92",,
"121.97,30.88",,
"114.33,22.61",,
"121.63,30.96",,
"121.24,31.16",,
"113.51,22.96",,
"121.42,30.91",,
"113.51,23.05",,
"114.35,22.77",,
"113.49,23.11",,
"121.12,30.96",,
"113.55,22.82",,
"121.71,31.14",,
"121.62,31.55",,
"121.35,31.66",,
"121.71,31.56",,
"113.56,23.28",,
"113.20,23.44",,
"121.31,31.50",,
"113.26,23.29",,
"121.71,31.23",,
"121.29,30.73",,
"113.64,23.34",,
"113.60,23.52",,
"113.52,23.47",,
"114.52,22.53",,
"114.42,22.76",,
"121.68,30.87",,
"113.16,23.30",,
"121.22,31.40",,
"121.37,31.42",,
"121.23,31.46",,
"121.17,31.31",,
"121.93,30.90",,
"121.53,30.92",,
"113.10,23.31",,
"113.54,23.58",,
"121.33,30.78",,
"113.86,22.71",,
"121.45,31.59",,
"113.43,22.85",,
"121.79,31.13",,
"114.53,22.50",,
"121.72,31.01",,
"121.33,30.81",,
"113.64,23.36",,
"121.02,30.98",,
"114.39,22.62",,
"113.21,23.49",,
"113.75,23.27",,
"113.45,22.92",,
"121.33,30.96",,
"113.57,22.77",,
"121.62,30.91",,
"113.52,23.26",,
"113.58,23.10",,
"113.15,23.34",,
"113.56,22.81",,
"121.19,31.08",,
"121.49,30.84",,
"121.21,31.18",,
"113.85,23.19",,
"121.81,31.56",,
"113.04,23.47",,
"113.14,23.37",,
"121.62,31.53",,
"113.64,22.67",,
"113.47,23.02",,
"121.73,30.96",,
"121.94,30.88",,
"113.29,23.44",,
"121.81,31.09",,
"113.62,23.19",,
"121.14,31.26",,
"121.23,30.76",,
"113.54,23.55",,
"121.35,30.77",,
"114.55,22.56",,
"113.44,22.93",,
"113.71,23.16",,
"113.63,22.55",,
"113.94,22.62",,
"121.37,31.47",,
"121.21,31.40",,
"113.69,23.14",,
"121.20,30.99",,
"113.87,22.52",,
"114.40,22.73",,
"121.64,30.93",,
"113.35,23.22",,
"114.57,22.55",,
"121.31,30.92",,
"121.66,30.99",,
"114.44,22.63",,
"113.59,22.29",,
"114.02,22.58",,
"113.39,23.27",,
"113.52,22.84",,
"121.36,31.69",,
"121.84,30.89",,
"121.76,31.45",,
"113.38,23.32",,
"121.44,30.82",,
"121.11,31.03",,
"121.85,31.53",,
"113.62,23.37",,
"121.13,31.20",,
"121.17,30.94",,
"113.50,23.38",,
"113.34,23.44",,
"113.27,23.32",,
"121.13,31.33",,
"121.53,30.83",,
"121.17,31.21",,
"113.81,23.41",,
"113.24,23.43",,
"121.83,31.07",,
"121.65,30.99",,
"121.73,31.25",,
"113.48,23.32",,
"121.32,30.92",,
"121.30,30.71",,
"121.46,31.08",,
"121.57,30.92",,
"121.61,31.58",,
"113.20,23.50",,
"121.35,31.04",,
"113.88,22.64",,
"121.26,31.48",,
"113.14,23.45",,
"121.68,31.55",,
"121.48,30.80",,
"121.28,31.31",,
"113.53,22.69",,
"121.67,31.39",,
"113.52,23.52",,
"121.83,31.53",,
"113.35,22.88",,
"113.41,23.22",,
"121.79,30.96",,
"121.67,31.13",,
"113.53,22.95",,
"120.94,31.07",,
"113.12,23.44",,
"121.69,31.02",,
"113.65,23.28",,
"121.19,31.39",,
"121.14,31.18",,
"121.15,30.92",,
"113.53,23.28",,
"121.82,31.02",,
"121.52,31.01",,
"113.60,22.58",,
"121.24,31.21",,
"121.14,30.90",,
"113.41,22.87",,
"121.45,30.86",,
"121.69,31.40",,
"121.33,31.00",,
"114.53,22.51",,
"113.50,23.01",,
"113.21,23.34",,
"114.53,22.48",,
"113.39,23.03",,
"121.82,30.88",,
"121.33,31.02",,
"113.49,23.44",,
"121.75,30.86",,
"121.61,30.98",,
"113.31,23.51",,
"121.58,30.98",,
"121.15,31.11",,
"113.28,23.48",,
"121.07,31.26",,
"121.15,31.05",,
"121.67,31.53",,
"113.65,22.66",,
"121.64,31.25",,
"113.31,23.34",,
"121.76,31.53",,
"113.34,23.06",,
"113.77,22.66",,
"121.24,30.80",,
"121.67,30.93",,
"113.45,23.37",,
"113.89,23.44",,
"113.85,23.29",,
"113.11,23.48",,
"113.49,23.02",,
"121.45,31.00",,
"114.21,22.56",,
"121.92,30.93",,
"121.52,31.05",,
"121.07,31.19",,
"113.66,22.66",,
"114.42,22.60",,
"121.56,30.99",,
"121.37,30.76",,
"121.24,31.45",,
"121.53,30.86",,
"121.37,30.74",,
"121.47,31.38",,
"113.77,23.17",,
"121.79,31.09",,
"113.39,23.42",,
"121.30,31.35",,
"121.35,30.88",,
"121.57,31.62",,
"113.67,23.62",,
"121.32,31.37",,
"113.26,23.53",,
"113.95,23.81",,
"113.27,23.50",,
"121.23,31.47",,
"113.56,23.16",,
"121.50,30.88",,
"113.67,23.72",,
"121.28,30.71",,
"121.26,31.24",,
"113.84,23.15",,
"113.33,23.46",,
"121.19,30.86",,
"113.20,23.26",,
"121.30,31.36",,
"121.14,31.25",,
"113.41,23.70",,
"121.06,30.87",,
"121.51,31.35",,
"113.81,23.27",,
"114.22,22.57",,
"114.31,22.61",,
"113.86,23.22",,
"121.45,30.98",,
"113.95,22.67",,
"121.03,30.91",,
"121.09,30.93",,
"113.39,23.34",,
"113.80,22.41",,
"113.79,23.42",,
"113.50,23.46",,
"113.79,23.28",,
"121.29,31.24",,
"113.31,23.48",,
"113.46,22.91",,
"121.47,31.00",,
